country,Year,Area,Sex,Record Type,Reliability,Source Year,Value,Value Footnotes
Ireland,2011,Urban,Both Sexes,Census - de jure - complete tabulation,"Final figure, complete",2012,2802990,56
Ireland,2011,Urban,Both Sexes,Estimate - de jure,"Final figure, complete",2018,2835434,48
Israel,2017,Urban,Both Sexes,Estimate - de jure,"Final figure, complete",2019,7950920,"24,57,58"
Israel,2016,Urban,Both Sexes,Estimate - de jure,"Final figure, complete",2018,7795761,"24,57,58"
Israel,2015,Urban,Both Sexes,Estimate - de jure,"Final figure, complete",2017,7643989.7,"24,57,58"
Israel,2014,Urban,Both Sexes,Estimate - de jure,"Final figure, complete",2016,7502324.98,"24,57,58"
Israel,2013,Urban,Both Sexes,Estimate - de jure,"Final figure, complete",2015,7369052.59,"24,57,58"
Israel,2012,Urban,Both Sexes,Estimate - de jure,"Final figure, complete",2014,7235231,"24,57,58"
Israel,2011,Urban,Both Sexes,Estimate - de jure,"Final figure, complete",2014,7111015,"24,57,58"
Israel,2010,Urban,Both Sexes,Estimate - de jure,"Final figure, complete",2014,6987615,"24,57,58"
Israel,2009,Urban,Both Sexes,Estimate - de jure,"Final figure, complete",2014,6864957,"24,57,58"
Israel,2008,Urban,Both Sexes,Census - de facto - complete tabulation,"Final figure, complete",2009,6799340,"24,58,59"
Israel,2008,Urban,Both Sexes,Estimate - de jure,"Final figure, complete",2009,6701217,"58,60"
Jamaica,2011,Urban,Both Sexes,Census - de jure - complete tabulation,"Final figure, complete",2013,1454153,61
Jamaica,2008,Urban,Both Sexes,Estimate - de jure,"Final figure, complete",2008,1396470.34619643,
Japan,2015,Urban,Both Sexes,Census - de jure - complete tabulation,"Final figure, complete",2017,116137232,62
Japan,2010,Urban,Both Sexes,Census - de jure - complete tabulation,"Final figure, complete",2012,116156631,62
Jordan,2018,Urban,Both Sexes,Estimate - de facto,"Final figure, incomplete/questionable reliability",2019,9313600,63
Jordan,2017,Urban,Both Sexes,Estimate - de facto,"Final figure, incomplete/questionable reliability",2018,9082000,63
Jordan,2016,Urban,Both Sexes,Estimate - de facto,"Final figure, incomplete/questionable reliability",2017,8852000,63
Jordan,2015,Urban,Both Sexes,Estimate - de facto,"Final figure, incomplete/questionable reliability",2018,8636000,63
Jordan,2014,Urban,Both Sexes,Estimate - de facto,"Final figure, incomplete/questionable reliability",2017,7954000,63
Jordan,2013,Urban,Both Sexes,Estimate - de facto,"Final figure, incomplete/questionable reliability",2017,7331000,63
Jordan,2012,Urban,Both Sexes,Estimate - de facto,"Final figure, incomplete/questionable reliability",2017,6710000,63
Jordan,2011,Urban,Both Sexes,Estimate - de facto,"Final figure, incomplete/questionable reliability",2017,6318000,63
Jordan,2010,Urban,Both Sexes,Estimate - de facto,"Final figure, incomplete/questionable reliability",2017,6051000,63
Jordan,2009,Urban,Both Sexes,Estimate - de facto,"Final figure, incomplete/questionable reliability",2017,5863000,63
Jordan,2008,Urban,Both Sexes,Estimate - de facto,"Final figure, incomplete/questionable reliability",2017,5685000,63
Kazakhstan,2018,Urban,Both Sexes,Estimate - de facto,"Final figure, complete",2019,10604004,64
Kazakhstan,2017,Urban,Both Sexes,Estimate - de facto,"Final figure, complete",2018,10336836,"64,65"
Kazakhstan,2016,Urban,Both Sexes,Estimate - de facto,"Final figure, complete",2018,10142840,"64,65"
Kazakhstan,2015,Urban,Both Sexes,Estimate - de facto,"Final figure, complete",2018,9936301,"64,65"
Kazakhstan,2014,Urban,Both Sexes,Estimate - de facto,"Final figure, complete",2018,9635300,"64,65"
Kazakhstan,2014,Urban,Both Sexes,Estimate - de facto,"Final figure, complete",2015,9433482,
Kazakhstan,2013,Urban,Both Sexes,Estimate - de facto,"Final figure, complete",2018,9355723,"64,65"
Kazakhstan,2012,Urban,Both Sexes,Estimate - de facto,"Final figure, complete",2018,9202707,"64,65"
Kazakhstan,2011,Urban,Both Sexes,Estimate - de facto,"Final figure, complete",2018,9050732,"64,65"
Kazakhstan,2010,Urban,Both Sexes,Estimate - de facto,"Final figure, complete",2018,8896771,"64,65"
Kazakhstan,2009,Urban,Both Sexes,Census - de facto - complete tabulation,"Final figure, complete",2013,8662432,
Kazakhstan,2009,Urban,Both Sexes,Estimate - de facto,"Final figure, complete",2018,8741269,"64,65"
Kazakhstan,2008,Urban,Both Sexes,Estimate - de facto,"Final figure, complete",2018,8662919,64
Kenya,2018,Urban,Both Sexes,Estimate - de facto,"Final figure, incomplete/questionable reliability",2018,15475429.1101563,66
Kenya,2017,Urban,Both Sexes,Estimate - de facto,"Final figure, incomplete/questionable reliability",2018,15069936.9204598,66
Kenya,2016,Urban,Both Sexes,Estimate - de facto,"Final figure, incomplete/questionable reliability",2018,14679464.1680215,66
Kenya,2015,Urban,Both Sexes,Estimate - de facto,"Final figure, incomplete/questionable reliability",2018,14280765.7636167,66
Kenya,2009,Urban,Both Sexes,Census - de facto - complete tabulation,"Final figure, complete",2016,12487375,
Kenya,2009,Urban,Both Sexes,Estimate - de facto,"Final figure, incomplete/questionable reliability",2017,12200486.360784,66
Kiribati,2015,Urban,Both Sexes,Census - de facto - complete tabulation,"Final figure, complete",2018,56388,
Kuwait,2011,Urban,Both Sexes,Census - de facto - complete tabulation,"Final figure, complete",2013,3065850,
Kyrgyzstan,2017,Urban,Both Sexes,Estimate - de jure,"Final figure, complete",2018,2097487,8
Kyrgyzstan,2016,Urban,Both Sexes,Estimate - de jure,"Final figure, complete",2017,2051748,8
Kyrgyzstan,2015,Urban,Both Sexes,Estimate - de jure,"Final figure, complete",2016,2008148,8
Kyrgyzstan,2014,Urban,Both Sexes,Estimate - de jure,"Final figure, complete",2016,1965159,8
Kyrgyzstan,2013,Urban,Both Sexes,Estimate - de jure,"Final figure, complete",2016,1921936,8
Kyrgyzstan,2012,Urban,Both Sexes,Estimate - de jure,"Final figure, complete",2016,1878643,8
Kyrgyzstan,2011,Urban,Both Sexes,Estimate - de jure,"Final figure, complete",2016,1873047,8
Kyrgyzstan,2010,Urban,Both Sexes,Estimate - de jure,"Final figure, complete",2016,1854245,8
Kyrgyzstan,2009,Urban,Both Sexes,Census - de facto - complete tabulation,Provisional figure,2017,1802193,
Kyrgyzstan,2009,Urban,Both Sexes,Census - de jure - complete tabulation,"Final figure, complete",2013,1827136,
Kyrgyzstan,2009,Urban,Both Sexes,Estimate - de jure,"Final figure, complete",2016,1835028,8
Kyrgyzstan,2008,Urban,Both Sexes,Estimate - de jure,"Final figure, complete",2016,1816886,8
Lao People's Democratic Republic,2015,Urban,Both Sexes,Census - de jure - complete tabulation,"Final figure, complete",2019,2137831,
Latvia,2018,Urban,Both Sexes,Estimate - de jure,"Final figure, complete",2018,1324704,
Latvia,2016,Urban,Both Sexes,Estimate - de jure,"Final figure, complete",2017,1336137,
Latvia,2015,Urban,Both Sexes,Estimate - de jure,"Final figure, complete",2016,1344291,
Latvia,2014,Urban,Both Sexes,Estimate - de jure,"Final figure, complete",2015,1353269,
Latvia,2014,Urban,Both Sexes,Estimate - de jure,"Final figure, complete",2014,1357682,
Latvia,2013,Urban,Both Sexes,Estimate - de jure,"Final figure, complete",2014,1366325,
Latvia,2013,Urban,Both Sexes,Estimate - de jure,"Final figure, complete",2014,1362004,
Latvia,2012,Urban,Both Sexes,Estimate - de jure,"Final figure, complete",2013,1374215,
Latvia,2011,Urban,Both Sexes,Census - de jure - complete tabulation,"Final figure, complete",2013,1404251,
Latvia,2011,Urban,Both Sexes,Estimate - de jure,"Final figure, complete",2013,1394429,
Latvia,2010,Urban,Both Sexes,Estimate - de jure,"Final figure, complete",2013,1422675,
Latvia,2009,Urban,Both Sexes,Estimate - de jure,"Final figure, complete",2013,1453570,
Latvia,2008,Urban,Both Sexes,Estimate - de jure,"Final figure, complete",2013,1478831,
Lesotho,2016,Urban,Both Sexes,Census - de jure - complete tabulation,"Final figure, complete",2018,685938,
Liberia,2014,Urban,Both Sexes,Estimate - de facto,"Final figure, incomplete/questionable reliability",2014,1946567,
Liberia,2013,Urban,Both Sexes,Estimate - de facto,"Final figure, incomplete/questionable reliability",2014,1891865,
Liberia,2012,Urban,Both Sexes,Estimate - de facto,"Final figure, incomplete/questionable reliability",2014,1837163,
Liberia,2011,Urban,Both Sexes,Estimate - de facto,"Final figure, incomplete/questionable reliability",2014,1784042,
Liberia,2010,Urban,Both Sexes,Estimate - de facto,"Final figure, incomplete/questionable reliability",2014,1732457,
Liberia,2009,Urban,Both Sexes,Estimate - de facto,"Final figure, incomplete/questionable reliability",2014,1682364,
Liberia,2008,Urban,Both Sexes,Census - de facto - complete tabulation,"Final figure, complete",2010,1633719,
Libya,2015,Urban,Both Sexes,Estimate - de facto,"Final figure, incomplete/questionable reliability",2015,5411529,67
Libya,2014,Urban,Both Sexes,Estimate - de facto,"Final figure, incomplete/questionable reliability",2015,5365529.15606973,67
Libya,2013,Urban,Both Sexes,Estimate - de facto,"Final figure, incomplete/questionable reliability",2015,5277638.031558,67
Libya,2012,Urban,Both Sexes,Estimate - de facto,"Final figure, incomplete/questionable reliability",2015,5189459.62735546,67
Libya,2011,Urban,Both Sexes,Estimate - de facto,"Final figure, incomplete/questionable reliability",2015,5101275.41310644,67
Libya,2010,Urban,Both Sexes,Estimate - de facto,"Final figure, incomplete/questionable reliability",2015,5013385.91622038,67
Libya,2009,Urban,Both Sexes,Estimate - de facto,"Final figure, incomplete/questionable reliability",2015,4926097.1727642,67
Libya,2008,Urban,Both Sexes,Estimate - de facto,"Final figure, incomplete/questionable reliability",2015,4839715.36043012,67
Lithuania,2017,Urban,Both Sexes,Estimate - de jure,"Final figure, complete",2018,1897895,48
Lithuania,2016,Urban,Both Sexes,Estimate - de jure,"Final figure, complete",2017,1927148,48
Lithuania,2015,Urban,Both Sexes,Estimate - de jure,"Final figure, complete",2016,1952920,48
Lithuania,2014,Urban,Both Sexes,Estimate - de jure,"Final figure, complete",2015,1968596,48
Lithuania,2013,Urban,Both Sexes,Estimate - de jure,"Final figure, complete",2014,1981924,
Lithuania,2012,Urban,Both Sexes,Estimate - de jure,"Final figure, complete",2014,1997436,
Lithuania,2011,Urban,Both Sexes,Census - de jure - complete tabulation,"Final figure, complete",2013,2031211,
Lithuania,2011,Urban,Both Sexes,Estimate - de jure,"Final figure, complete",2014,2021365,
Lithuania,2010,Urban,Both Sexes,Estimate - de jure,"Final figure, complete",2014,2068095,
Lithuania,2009,Urban,Both Sexes,Estimate - de jure,"Final figure, complete",2014,2112248,
Lithuania,2008,Urban,Both Sexes,Estimate - de jure,"Final figure, complete",2014,2134908,
Malawi,2008,Urban,Both Sexes,Census - de facto - complete tabulation,"Final figure, complete",2017,2003309,
Malaysia,2018,Urban,Both Sexes,Estimate - de jure,"Final figure, complete",2019,24496667,68
Malaysia,2017,Urban,Both Sexes,Estimate - de jure,"Final figure, complete",2019,24080382,68
Malaysia,2016,Urban,Both Sexes,Estimate - de jure,"Final figure, complete",2018,23677030,68
Malaysia,2015,Urban,Both Sexes,Estimate - de jure,"Final figure, complete",2017,23173701,68
Malaysia,2014,Urban,Both Sexes,Estimate - de jure,"Final figure, complete",2017,22597286,68
Malaysia,2013,Urban,Both Sexes,Estimate - de jure,"Final figure, complete",2017,22041500,68
Malaysia,2012,Urban,Both Sexes,Estimate - de jure,"Final figure, complete",2017,21355255,68
Malaysia,2011,Urban,Both Sexes,Estimate - de jure,"Final figure, complete",2017,20826580,68
Malaysia,2010,Urban,Both Sexes,Census - de jure - complete tabulation,"Final figure, complete",2012,20124970,69
Malaysia,2010,Urban,Both Sexes,Estimate - de jure,"Final figure, complete",2014,20290864,68
Malaysia,2009,Urban,Both Sexes,Estimate - de jure,"Final figure, complete",2017,19675872,70
Malaysia,2008,Urban,Both Sexes,Estimate - de jure,"Final figure, complete",2017,19068738,70
Maldives,2018,Urban,Both Sexes,Estimate - de facto,"Final figure, complete",2018,210247.93700458,"71,72"
Maldives,2017,Urban,Both Sexes,Estimate - de facto,"Final figure, complete",2018,199522.506801793,"71,72"
Maldives,2017,Urban,Both Sexes,Estimate - de facto,"Final figure, complete",2017,142908.739942648,"40,73"
Maldives,2016,Urban,Both Sexes,Estimate - de facto,"Final figure, complete",2017,138100.688725073,"40,73"
Maldives,2016,Urban,Both Sexes,Estimate - de facto,"Final figure, complete",2018,189458.117973598,"71,72"
Maldives,2015,Urban,Both Sexes,Estimate - de facto,"Final figure, complete",2018,180019.021249576,"71,72"
Maldives,2015,Urban,Both Sexes,Estimate - de facto,"Final figure, complete",2017,133405.456596139,"40,73"
Maldives,2014,Urban,Both Sexes,Census - de facto - complete tabulation,"Final figure, complete",2016,153904,72
Maldives,2014,Urban,Both Sexes,Estimate - de facto,"Final figure, complete",2018,171165.39136034,"71,72"
Mali,2009,Urban,Both Sexes,Census - de facto - complete tabulation,"Final figure, complete",2014,3274727,
Mali,2009,Urban,Both Sexes,Census - de jure - complete tabulation,"Final figure, complete",2014,3204542,
Malta,2011,Urban,Both Sexes,Census - de facto - complete tabulation,"Final figure, complete",2014,400557,
Martinique,2015,Urban,Both Sexes,Census - de jure - complete tabulation,"Final figure, complete",2019,367748.999999972,
Martinique,2014,Urban,Both Sexes,Estimate - de jure,"Final figure, complete",2019,316323,
Martinique,2010,Urban,Both Sexes,Census - de jure - complete tabulation,"Final figure, complete",2014,380973,
Mauritania,2013,Urban,Both Sexes,Census - de facto - complete tabulation,"Final figure, complete",2014,1697792,
Mauritania,2013,Urban,Both Sexes,Census - de jure - complete tabulation,"Final figure, complete",2014,1710103,74
Mauritius,2018,Urban,Both Sexes,Estimate - de jure,"Final figure, complete",2019,513556,"75,76"
Mauritius,2017,Urban,Both Sexes,Estimate - de jure,"Final figure, complete",2018,514937,"75,76"
Mauritius,2016,Urban,Both Sexes,Estimate - de jure,"Final figure, complete",2017,516160,"75,76"
Mauritius,2015,Urban,Both Sexes,Estimate - de jure,"Final figure, complete",2016,517482,"75,76"
Mauritius,2014,Urban,Both Sexes,Estimate - de jure,"Final figure, complete",2016,518370,"75,76"
Mauritius,2013,Urban,Both Sexes,Estimate - de jure,"Final figure, complete",2015,519306,"75,76"
Mauritius,2012,Urban,Both Sexes,Estimate - de jure,"Final figure, complete",2014,509177,"75,76"
Mauritius,2011,Urban,Both Sexes,Census - de facto - complete tabulation,"Final figure, complete",2012,496841,75
Mauritius,2011,Urban,Both Sexes,Census - de jure - complete tabulation,"Final figure, complete",2012,499349,75
Mauritius,2011,Urban,Both Sexes,Estimate - de jure,"Final figure, complete",2014,509229,"75,76"
Mauritius,2010,Urban,Both Sexes,Estimate - de jure,"Final figure, complete",2012,533771,"75,77"
Mauritius,2009,Urban,Both Sexes,Estimate - de jure,"Final figure, complete",2010,532591,"75,77"
Mauritius,2008,Urban,Both Sexes,Estimate - de jure,"Final figure, complete",2009,531097,"75,77"
Mexico,2018,Urban,Both Sexes,Estimate - de jure,"Final figure, complete",2018,92297621,78
Mexico,2017,Urban,Both Sexes,Estimate - de jure,"Final figure, complete",2017,89586802.1512275,78
Mexico,2016,Urban,Both Sexes,Estimate - de jure,"Final figure, complete",2016,88677251.8175663,78
Mexico,2015,Urban,Both Sexes,Estimate - de jure,"Final figure, complete",2015,87743090.9248458,78
Mexico,2014,Urban,Both Sexes,Estimate - de jure,"Final figure, complete",2015,86782031.4555216,78
Mexico,2013,Urban,Both Sexes,Estimate - de jure,"Final figure, complete",2015,85792842.892725,78
Mexico,2012,Urban,Both Sexes,Estimate - de jure,"Final figure, complete",2015,84776446.0457571,78
Mexico,2011,Urban,Both Sexes,Estimate - de jure,"Final figure, complete",2015,83726766.8684303,78
Mexico,2010,Urban,Both Sexes,Census - de facto - complete tabulation,"Final figure, complete",2011,86287410,"78,79"
Mexico,2010,Urban,Both Sexes,Estimate - de jure,"Final figure, incomplete/questionable reliability",2015,82629455.6851306,78
Micronesia (Federated States of),2010,Urban,Both Sexes,Census - de jure - complete tabulation,"Final figure, complete",2014,22924,
Mongolia,2018,Urban,Both Sexes,Estimate - de facto,"Final figure, complete",2019,2172343,
Mongolia,2017,Urban,Both Sexes,Estimate - de facto,"Final figure, complete",2018,2139269,
Mongolia,2016,Urban,Both Sexes,Estimate - de facto,"Final figure, complete",2017,2122131,
Mongolia,2015,Urban,Both Sexes,Estimate - de facto,"Final figure, complete",2016,2043251,
Mongolia,2014,Urban,Both Sexes,Estimate - de facto,"Final figure, complete",2015,1993016.5,
Mongolia,2013,Urban,Both Sexes,Estimate - de facto,"Final figure, complete",2015,1961168.5,
Mongolia,2012,Urban,Both Sexes,Estimate - de facto,"Final figure, complete",2015,1911462,
Mongolia,2011,Urban,Both Sexes,Estimate - de facto,"Final figure, complete",2015,1856224,
Mongolia,2010,Urban,Both Sexes,Census - de facto - complete tabulation,"Final figure, complete",2012,1797338,
Mongolia,2010,Urban,Both Sexes,Census - de jure - complete tabulation,"Final figure, complete",2012,1798147,
Mongolia,2010,Urban,Both Sexes,Estimate - de facto,"Final figure, complete",2015,1799648,
Mongolia,2009,Urban,Both Sexes,Estimate - de facto,"Final figure, complete",2015,1743008,
Mongolia,2009,Urban,Both Sexes,Estimate - de facto,"Final figure, complete",2009,1677833,
Mongolia,2008,Urban,Both Sexes,Estimate - de facto,"Final figure, complete",2015,1684282,
Montenegro,2011,Urban,Both Sexes,Census - de jure - complete tabulation,"Final figure, complete",2013,399264,
Montenegro,2009,Urban,Both Sexes,Estimate - de jure,"Final figure, complete",2010,400928,
Montenegro,2008,Urban,Both Sexes,Estimate - de jure,"Final figure, complete",2009,397746.5,
Morocco,2017,Urban,Both Sexes,Estimate - de jure,"Final figure, incomplete/questionable reliability",2017,21560585,80
Morocco,2016,Urban,Both Sexes,Estimate - de jure,"Final figure, incomplete/questionable reliability",2017,21154782,80
Morocco,2015,Urban,Both Sexes,Estimate - de jure,"Final figure, incomplete/questionable reliability",2017,20751800,80
Morocco,2014,Urban,Both Sexes,Census - de jure - complete tabulation,"Final figure, complete",2016,20432439,
Morocco,2014,Urban,Both Sexes,Estimate - de jure,"Final figure, incomplete/questionable reliability",2017,20352799,80
Morocco,2013,Urban,Both Sexes,Estimate - de facto,"Final figure, incomplete/questionable reliability",2013,19512903.6700098,81
Morocco,2012,Urban,Both Sexes,Estimate - de facto,"Final figure, incomplete/questionable reliability",2013,19157539.1183029,81
Morocco,2011,Urban,Both Sexes,Estimate - de facto,"Final figure, incomplete/questionable reliability",2013,18802207.5936078,81
Morocco,2010,Urban,Both Sexes,Estimate - de facto,"Final figure, incomplete/questionable reliability",2013,18446240.5182426,81
Morocco,2009,Urban,Both Sexes,Estimate - de facto,"Final figure, incomplete/questionable reliability",2012,18097000,81
Morocco,2008,Urban,Both Sexes,Estimate - de facto,"Final figure, incomplete/questionable reliability",2012,17753000,81
Mozambique,2017,Urban,Both Sexes,Estimate - de facto,"Final figure, incomplete/questionable reliability",2018,8766777,82
Mozambique,2016,Urban,Both Sexes,Estimate - de facto,"Final figure, incomplete/questionable reliability",2016,8468799,82
Mozambique,2015,Urban,Both Sexes,Estimate - de facto,"Final figure, incomplete/questionable reliability",2015,8181475,82
Mozambique,2014,Urban,Both Sexes,Estimate - de facto,"Final figure, incomplete/questionable reliability",2014,7905004,82
Mozambique,2013,Urban,Both Sexes,Estimate - de facto,"Final figure, incomplete/questionable reliability",2014,7639557,82
Mozambique,2012,Urban,Both Sexes,Estimate - de facto,"Final figure, incomplete/questionable reliability",2014,7385294,82
Mozambique,2011,Urban,Both Sexes,Estimate - de facto,"Final figure, incomplete/questionable reliability",2014,7141715,82
Mozambique,2010,Urban,Both Sexes,Estimate - de facto,"Final figure, incomplete/questionable reliability",2014,6908291,82
Mozambique,2009,Urban,Both Sexes,Estimate - de facto,"Final figure, incomplete/questionable reliability",2014,6685108,82
Mozambique,2008,Urban,Both Sexes,Estimate - de facto,"Final figure, incomplete/questionable reliability",2014,6472214,82
Myanmar,2018,Urban,Both Sexes,Estimate - de facto,"Final figure, incomplete/questionable reliability",2018,15970715,44
Myanmar,2017,Urban,Both Sexes,Estimate - de facto,"Final figure, incomplete/questionable reliability",2018,15762776,44
Myanmar,2016,Urban,Both Sexes,Estimate - de facto,"Final figure, incomplete/questionable reliability",2018,15560352,44
Myanmar,2016,Urban,Both Sexes,Estimate - de facto,"Final figure, incomplete/questionable reliability",2019,15510836,44
Myanmar,2015,Urban,Both Sexes,Estimate - de facto,"Final figure, incomplete/questionable reliability",2018,15363901,44
Myanmar,2014,Urban,Both Sexes,Census - de facto - complete tabulation,"Final figure, complete",2015,14877943,83
Myanmar,2014,Urban,Both Sexes,Estimate - de facto,"Final figure, incomplete/questionable reliability",2018,15173838,44
Myanmar,2013,Urban,Both Sexes,Estimate - de facto,"Final figure, incomplete/questionable reliability",2015,14999184,44
Myanmar,2012,Urban,Both Sexes,Estimate - de facto,"Final figure, incomplete/questionable reliability",2015,14824883,44
Myanmar,2011,Urban,Both Sexes,Estimate - de facto,"Final figure, incomplete/questionable reliability",2015,14650579,44
Myanmar,2010,Urban,Both Sexes,Estimate - de facto,"Final figure, incomplete/questionable reliability",2013,18342824,
Myanmar,2009,Urban,Both Sexes,Estimate - de facto,"Final figure, incomplete/questionable reliability",2013,18133654,
Myanmar,2008,Urban,Both Sexes,Estimate - de facto,"Final figure, incomplete/questionable reliability",2013,17894194,
Namibia,2018,Urban,Both Sexes,Estimate - de facto,"Final figure, incomplete/questionable reliability",2019,1203340,84
Namibia,2017,Urban,Both Sexes,Estimate - de facto,"Final figure, incomplete/questionable reliability",2017,1157806,84
Namibia,2016,Urban,Both Sexes,Estimate - de facto,"Final figure, incomplete/questionable reliability",2016,1112868,84
Namibia,2015,Urban,Both Sexes,Estimate - de facto,"Final figure, incomplete/questionable reliability",2015,1068625,84
Namibia,2014,Urban,Both Sexes,Estimate - de facto,"Final figure, incomplete/questionable reliability",2015,1025147,84
Namibia,2013,Urban,Both Sexes,Estimate - de facto,"Final figure, incomplete/questionable reliability",2015,982519,84
Namibia,2012,Urban,Both Sexes,Estimate - de facto,"Final figure, incomplete/questionable reliability",2015,940825,84
Namibia,2011,Urban,Both Sexes,Census - de facto - complete tabulation,"Final figure, complete",2015,903434,
Namibia,2011,Urban,Both Sexes,Estimate - de facto,"Final figure, incomplete/questionable reliability",2015,900163,84
Nepal,2016,Urban,Both Sexes,Estimate - de jure,"Final figure, incomplete/questionable reliability",2019,5552712,84
Nepal,2011,Urban,Both Sexes,Census - de jure - complete tabulation,"Final figure, complete",2013,4523820,
Netherlands,2011,Urban,Both Sexes,Census - de jure - complete tabulation,"Final figure, complete",2011,11124721,
Netherlands,2010,Urban,Both Sexes,Estimate - de jure,"Final figure, complete",2011,11096287.5,
Netherlands,2009,Urban,Both Sexes,Estimate - de jure,"Final figure, complete",2010,10938779.5,
Netherlands,2008,Urban,Both Sexes,Estimate - de jure,"Final figure, complete",2008,10844435,
Netherlands,2008,Urban,Both Sexes,Estimate - de jure,"Final figure, complete",2009,10877858,
New Zealand,2018,Urban,Both Sexes,Estimate - de jure,"Final figure, complete",2019,4223700,"24,85"
New Zealand,2017,Urban,Both Sexes,Estimate - de jure,"Final figure, complete",2017,4144300,"24,86"
New Zealand,2016,Urban,Both Sexes,Estimate - de jure,"Final figure, complete",2017,4056200,"24,86"
New Zealand,2015,Urban,Both Sexes,Estimate - de jure,"Final figure, complete",2016,3959200,"24,86"
New Zealand,2014,Urban,Both Sexes,Estimate - de jure,"Final figure, complete",2015,3884000,"24,86"
New Zealand,2013,Urban,Both Sexes,Census - de facto - complete tabulation,"Final figure, complete",2016,3732537,"7,87"
New Zealand,2013,Urban,Both Sexes,Census - de jure - complete tabulation,"Final figure, complete",2016,3650034,7
New Zealand,2013,Urban,Both Sexes,Estimate - de jure,"Final figure, complete",2015,3818300,"24,86"
New Zealand,2012,Urban,Both Sexes,Estimate - de jure,"Final figure, complete",2015,3784600,"24,86"
New Zealand,2011,Urban,Both Sexes,Estimate - de jure,"Final figure, complete",2015,3765400,"24,86"
New Zealand,2010,Urban,Both Sexes,Estimate - de jure,"Final figure, complete",2015,3743300,"24,86"
New Zealand,2009,Urban,Both Sexes,Estimate - de jure,"Final figure, complete",2015,3703800,"24,86"
New Zealand,2008,Urban,Both Sexes,Estimate - de jure,"Final figure, complete",2015,3669100,"24,86"
Nicaragua,2017,Urban,Both Sexes,Estimate - de jure,"Final figure, incomplete/questionable reliability",2018,3722549,
Nicaragua,2016,Urban,Both Sexes,Estimate - de jure,"Final figure, incomplete/questionable reliability",2018,3676119,
Nicaragua,2015,Urban,Both Sexes,Estimate - de jure,"Final figure, incomplete/questionable reliability",2018,3630420,
Nicaragua,2009,Urban,Both Sexes,Estimate - de jure,"Final figure, incomplete/questionable reliability",2009,3259955,
Nicaragua,2008,Urban,Both Sexes,Estimate - de jure,"Final figure, incomplete/questionable reliability",2009,3206205,
Niger,2016,Urban,Both Sexes,Estimate - de jure,"Final figure, incomplete/questionable reliability",2017,3242161,88
Niger,2015,Urban,Both Sexes,Estimate - de jure,"Final figure, incomplete/questionable reliability",2017,3125234,88
Niger,2014,Urban,Both Sexes,Estimate - de jure,"Final figure, incomplete/questionable reliability",2017,3010567,88
Niger,2013,Urban,Both Sexes,Estimate - de jure,"Final figure, incomplete/questionable reliability",2017,2899523,88
Niger,2012,Urban,Both Sexes,Census - de jure - complete tabulation,"Final figure, complete",2015,2778337,
Niger,2012,Urban,Both Sexes,Estimate - de jure,"Final figure, incomplete/questionable reliability",2017,2750279,88
Niger,2011,Urban,Both Sexes,Estimate - de jure,"Final figure, incomplete/questionable reliability",2017,3309954,9
Niger,2010,Urban,Both Sexes,Estimate - de jure,"Final figure, incomplete/questionable reliability",2017,3104574,9
Niger,2009,Urban,Both Sexes,Estimate - de jure,"Final figure, incomplete/questionable reliability",2017,2911006,9
Niger,2008,Urban,Both Sexes,Estimate - de jure,"Final figure, incomplete/questionable reliability",2017,2728541,9
Norway,2011,Urban,Both Sexes,Census - de jure - complete tabulation,"Final figure, complete",2013,3951427,"2,40,89"
Oman,2017,Urban,Both Sexes,Estimate - de facto,"Final figure, incomplete/questionable reliability",2018,3542940,90
Oman,2016,Urban,Both Sexes,Estimate - de facto,"Final figure, incomplete/questionable reliability",2018,3432019,90
Oman,2015,Urban,Both Sexes,Estimate - de facto,"Final figure, incomplete/questionable reliability",2018,3136138,91
Oman,2014,Urban,Both Sexes,Estimate - de facto,"Final figure, incomplete/questionable reliability",2018,3010810,91
Oman,2013,Urban,Both Sexes,Estimate - de facto,"Final figure, incomplete/questionable reliability",2018,2906988,91
Oman,2012,Urban,Both Sexes,Estimate - de facto,"Final figure, incomplete/questionable reliability",2018,2731895,91
Oman,2011,Urban,Both Sexes,Estimate - de facto,"Final figure, incomplete/questionable reliability",2018,2484794,91
Oman,2010,Urban,Both Sexes,Census - de facto - complete tabulation,"Final figure, complete",2018,2091320,
Oman,2009,Urban,Both Sexes,Estimate - de facto,"Final figure, incomplete/questionable reliability",2011,2314865,
Oman,2008,Urban,Both Sexes,Estimate - de facto,"Final figure, incomplete/questionable reliability",2009,2077862,
Pakistan,2017,Urban,Both Sexes,Census - de facto - complete tabulation,Provisional figure,2017,75584989,92
Palau,2015,Urban,Both Sexes,Census - de jure - complete tabulation,"Final figure, complete",2016,14209,
Palau,2012,Urban,Both Sexes,Census - de jure - complete tabulation,"Final figure, complete",2016,14202,
Panama,2018,Urban,Both Sexes,Estimate - de facto,"Final figure, complete",2018,2901275,36
Panama,2017,Urban,Both Sexes,Estimate - de facto,"Final figure, complete",2018,2836794,36
Panama,2016,Urban,Both Sexes,Estimate - de facto,"Final figure, complete",2016,2772324,36
Panama,2015,Urban,Both Sexes,Estimate - de facto,"Final figure, complete",2015,2707838,36
Panama,2014,Urban,Both Sexes,Estimate - de facto,"Final figure, complete",2014,2643353,36
