country,Year,Area,Sex,Religion,Record Type,Reliability,Source Year,Value,Value Footnotes
Finland,2010,Total,Both Sexes,Other Religions,Census - de jure - complete tabulation,"Final figure, complete",2011,1303,
Finland,2010,Total,Both Sexes,No Religion,Census - de jure - complete tabulation,"Final figure, complete",2011,1032429,
Georgia,2014,Total,Both Sexes,Total,Census - de jure - complete tabulation,"Final figure, complete",2016,3713804,
Georgia,2014,Total,Both Sexes,Armeno-Gregorian,Census - de jure - complete tabulation,"Final figure, complete",2016,109041,
Georgia,2014,Total,Both Sexes,Catholic,Census - de jure - complete tabulation,"Final figure, complete",2016,19195,
Georgia,2014,Total,Both Sexes,Jewish,Census - de jure - complete tabulation,"Final figure, complete",2016,1417,
Georgia,2014,Total,Both Sexes,Muslim,Census - de jure - complete tabulation,"Final figure, complete",2016,398677,
Georgia,2014,Total,Both Sexes,Other,Census - de jure - complete tabulation,"Final figure, complete",2016,24935,
Georgia,2014,Total,Both Sexes,Not Specified,Census - de jure - complete tabulation,"Final figure, complete",2016,34251,
Georgia,2014,Total,Both Sexes,None,Census - de jure - complete tabulation,"Final figure, complete",2016,19080,
Georgia,2014,Total,Both Sexes,Christian Orthodox,Census - de jure - complete tabulation,"Final figure, complete",2016,3097573,
Georgia,2014,Total,Both Sexes,Unknown,Census - de jure - complete tabulation,"Final figure, complete",2016,9635,
Germany,2011,Total,Both Sexes,Total,Census - de jure - complete tabulation,"Final figure, complete",2014,80219695,
Germany,2011,Total,Both Sexes,Protestant,Census - de jure - complete tabulation,"Final figure, complete",2014,23369341,
Germany,2011,Total,Both Sexes,Roman Catholic,Census - de jure - complete tabulation,"Final figure, complete",2014,24066604,
Germany,2011,Total,Both Sexes,Other,Census - de jure - complete tabulation,"Final figure, complete",2014,32783750,10
Ghana,2010,Total,Both Sexes,Total,Census - de facto - complete tabulation,"Final figure, complete",2013,24658823,
Ghana,2010,Total,Both Sexes,Catholic,Census - de facto - complete tabulation,"Final figure, complete",2013,3230996,
Ghana,2010,Total,Both Sexes,Islam ,Census - de facto - complete tabulation,"Final figure, complete",2013,4345723,
Ghana,2010,Total,Both Sexes,Pentecostal,Census - de facto - complete tabulation,"Final figure, complete",2013,6980792,
Ghana,2010,Total,Both Sexes,Protestant,Census - de facto - complete tabulation,"Final figure, complete",2013,4534178,
Ghana,2010,Total,Both Sexes,Traditional,Census - de facto - complete tabulation,"Final figure, complete",2013,1270272,
Ghana,2010,Total,Both Sexes,Other Christians,Census - de facto - complete tabulation,"Final figure, complete",2013,2800871,
Ghana,2010,Total,Both Sexes,Other Religions,Census - de facto - complete tabulation,"Final figure, complete",2013,193914,
Ghana,2010,Total,Both Sexes,No Religion,Census - de facto - complete tabulation,"Final figure, complete",2013,1302077,
Gibraltar,2012,Total,Both Sexes,Total,Census - de jure - complete tabulation,"Final figure, complete",2015,32194,11
Gibraltar,2012,Total,Both Sexes,Church of England,Census - de jure - complete tabulation,"Final figure, complete",2015,2480,11
Gibraltar,2012,Total,Both Sexes,Hindu,Census - de jure - complete tabulation,"Final figure, complete",2015,628,11
Gibraltar,2012,Total,Both Sexes,Jewish,Census - de jure - complete tabulation,"Final figure, complete",2015,763,11
Gibraltar,2012,Total,Both Sexes,Muslim,Census - de jure - complete tabulation,"Final figure, complete",2015,1166,11
Gibraltar,2012,Total,Both Sexes,Roman Catholic,Census - de jure - complete tabulation,"Final figure, complete",2015,23223,11
Gibraltar,2012,Total,Both Sexes,Other,Census - de jure - complete tabulation,"Final figure, complete",2015,365,11
Gibraltar,2012,Total,Both Sexes,Other Christians,Census - de jure - complete tabulation,"Final figure, complete",2015,1232,11
Gibraltar,2012,Total,Both Sexes,No Religion,Census - de jure - complete tabulation,"Final figure, complete",2015,2293,11
Gibraltar,2012,Total,Both Sexes,Not Stated,Census - de jure - complete tabulation,"Final figure, complete",2015,44,11
Guinea,2014,Total,Both Sexes,Total,Census - de jure - complete tabulation,"Final figure, complete",2016,10523261,
Guinea,2014,Total,Both Sexes,Animist,Census - de jure - complete tabulation,"Final figure, complete",2016,167406,
Guinea,2014,Total,Both Sexes,Christian,Census - de jure - complete tabulation,"Final figure, complete",2016,711349,
Guinea,2014,Total,Both Sexes,Muslim,Census - de jure - complete tabulation,"Final figure, complete",2016,9358718,
Guinea,2014,Total,Both Sexes,Other,Census - de jure - complete tabulation,"Final figure, complete",2016,12873,
Guinea,2014,Total,Both Sexes,No Religion,Census - de jure - complete tabulation,"Final figure, complete",2016,252786,
Guinea,2014,Total,Both Sexes,Unknown,Census - de jure - complete tabulation,"Final figure, complete",2016,20129,
Guinea-Bissau,2009,Total,Both Sexes,Total,Census - de jure - complete tabulation,"Final figure, complete",2015,1442227,12
Guinea-Bissau,2009,Total,Both Sexes,Animist,Census - de jure - complete tabulation,"Final figure, complete",2015,215130,12
Guinea-Bissau,2009,Total,Both Sexes,Christian,Census - de jure - complete tabulation,"Final figure, complete",2015,318021,12
Guinea-Bissau,2009,Total,Both Sexes,Muslim,Census - de jure - complete tabulation,"Final figure, complete",2015,650402,12
Guinea-Bissau,2009,Total,Both Sexes,Other,Census - de jure - complete tabulation,"Final figure, complete",2015,414,12
Guinea-Bissau,2009,Total,Both Sexes,No Religion,Census - de jure - complete tabulation,"Final figure, complete",2015,29542,12
Guinea-Bissau,2009,Total,Both Sexes,Unknown,Census - de jure - complete tabulation,"Final figure, complete",2015,228718,12
Hungary,2011,Total,Both Sexes,Total,Census - de facto - complete tabulation,"Final figure, complete",2013,9937628,
Hungary,2011,Total,Both Sexes,Adventist,Census - de facto - complete tabulation,"Final figure, complete",2013,6213,
Hungary,2011,Total,Both Sexes,Atheist,Census - de facto - complete tabulation,"Final figure, complete",2013,147386,
Hungary,2011,Total,Both Sexes,Baptist,Census - de facto - complete tabulation,"Final figure, complete",2013,18211,
Hungary,2011,Total,Both Sexes,Calvinist,Census - de facto - complete tabulation,"Final figure, complete",2013,1153454,
Hungary,2011,Total,Both Sexes,Greek Catholic,Census - de facto - complete tabulation,"Final figure, complete",2013,179176,
Hungary,2011,Total,Both Sexes,Jewish,Census - de facto - complete tabulation,"Final figure, complete",2013,10965,
Hungary,2011,Total,Both Sexes,Lutheran,Census - de facto - complete tabulation,"Final figure, complete",2013,215093,
Hungary,2011,Total,Both Sexes,Orthodox,Census - de facto - complete tabulation,"Final figure, complete",2013,13710,
Hungary,2011,Total,Both Sexes,Roman Catholic,Census - de facto - complete tabulation,"Final figure, complete",2013,3691389,
Hungary,2011,Total,Both Sexes,Other,Census - de facto - complete tabulation,"Final figure, complete",2013,84506,
Hungary,2011,Total,Both Sexes,Other Catholic,Census - de facto - complete tabulation,"Final figure, complete",2013,1357,
Hungary,2011,Total,Both Sexes,Other Protestant,Census - de facto - complete tabulation,"Final figure, complete",2013,58301,
Hungary,2011,Total,Both Sexes,Not Declared,Census - de facto - complete tabulation,"Final figure, complete",2013,2698844,
Hungary,2011,Total,Both Sexes,None,Census - de facto - complete tabulation,"Final figure, complete",2013,1659023,
Indonesia,2010,Total,Both Sexes,Total,Census - de jure - complete tabulation,"Final figure, complete",2015,237641326,
Indonesia,2010,Total,Both Sexes,Buddhist,Census - de jure - complete tabulation,"Final figure, complete",2015,1703254,
Indonesia,2010,Total,Both Sexes,Catholic,Census - de jure - complete tabulation,"Final figure, complete",2015,6907873,
Indonesia,2010,Total,Both Sexes,Confucian,Census - de jure - complete tabulation,"Final figure, complete",2015,117091,
Indonesia,2010,Total,Both Sexes,Hindu,Census - de jure - complete tabulation,"Final figure, complete",2015,4012116,
Indonesia,2010,Total,Both Sexes,Muslim,Census - de jure - complete tabulation,"Final figure, complete",2015,207176162,
Indonesia,2010,Total,Both Sexes,Protestant,Census - de jure - complete tabulation,"Final figure, complete",2015,16528513,
Indonesia,2010,Total,Both Sexes,Other,Census - de jure - complete tabulation,"Final figure, complete",2015,299617,
Indonesia,2010,Total,Both Sexes,Not Stated,Census - de jure - complete tabulation,"Final figure, complete",2015,139582,
Indonesia,2010,Total,Both Sexes,Not Asked,Census - de jure - complete tabulation,"Final figure, complete",2015,757118,
Iran (Islamic Republic of),2016,Total,Both Sexes,Total,Census - de jure - complete tabulation,"Final figure, complete",2017,79926270,
Iran (Islamic Republic of),2016,Total,Both Sexes,Christian,Census - de jure - complete tabulation,"Final figure, complete",2017,130158,
Iran (Islamic Republic of),2016,Total,Both Sexes,Jewish,Census - de jure - complete tabulation,"Final figure, complete",2017,9826,
Iran (Islamic Republic of),2016,Total,Both Sexes,Muslim,Census - de jure - complete tabulation,"Final figure, complete",2017,79598054,
Iran (Islamic Republic of),2016,Total,Both Sexes,Zoroastrian,Census - de jure - complete tabulation,"Final figure, complete",2017,23109,
Iran (Islamic Republic of),2016,Total,Both Sexes,Other Religions,Census - de jure - complete tabulation,"Final figure, complete",2017,40551,
Iran (Islamic Republic of),2016,Total,Both Sexes,Not Specified,Census - de jure - complete tabulation,"Final figure, complete",2017,124572,
Iran (Islamic Republic of),2011,Total,Both Sexes,Total,Census - de jure - complete tabulation,"Final figure, complete",2013,75149669,
Iran (Islamic Republic of),2011,Total,Both Sexes,Christian,Census - de jure - complete tabulation,"Final figure, complete",2013,117704,
Iran (Islamic Republic of),2011,Total,Both Sexes,Jewish,Census - de jure - complete tabulation,"Final figure, complete",2013,8756,
Iran (Islamic Republic of),2011,Total,Both Sexes,Muslim,Census - de jure - complete tabulation,"Final figure, complete",2013,74682938,
Iran (Islamic Republic of),2011,Total,Both Sexes,Zoroastrian,Census - de jure - complete tabulation,"Final figure, complete",2013,25271,
Iran (Islamic Republic of),2011,Total,Both Sexes,Other Religions,Census - de jure - complete tabulation,"Final figure, complete",2013,49101,
Iran (Islamic Republic of),2011,Total,Both Sexes,Not Specified,Census - de jure - complete tabulation,"Final figure, complete",2013,265899,
Ireland,2011,Total,Both Sexes,Total,Census - de facto - complete tabulation,"Final figure, complete",2012,4588252,
Ireland,2011,Total,Both Sexes,Agnostic,Census - de facto - complete tabulation,"Final figure, complete",2012,3521,
Ireland,2011,Total,Both Sexes,Apostolic,Census - de facto - complete tabulation,"Final figure, complete",2012,14043,
Ireland,2011,Total,Both Sexes,Atheist,Census - de facto - complete tabulation,"Final figure, complete",2012,3905,
Ireland,2011,Total,Both Sexes,Baha'i,Census - de facto - complete tabulation,"Final figure, complete",2012,520,
Ireland,2011,Total,Both Sexes,Baptist,Census - de facto - complete tabulation,"Final figure, complete",2012,3531,
Ireland,2011,Total,Both Sexes,Brethren,Census - de facto - complete tabulation,"Final figure, complete",2012,336,
Ireland,2011,Total,Both Sexes,Buddhist,Census - de facto - complete tabulation,"Final figure, complete",2012,8703,
Ireland,2011,Total,Both Sexes,Christian,Census - de facto - complete tabulation,"Final figure, complete",2012,41161,
Ireland,2011,Total,Both Sexes,Church of Ireland,Census - de facto - complete tabulation,"Final figure, complete",2012,129039,
Ireland,2011,Total,Both Sexes,Evangelical,Census - de facto - complete tabulation,"Final figure, complete",2012,4188,
Ireland,2011,Total,Both Sexes,Hindu,Census - de facto - complete tabulation,"Final figure, complete",2012,10688,
Ireland,2011,Total,Both Sexes,Jehovah Witness,Census - de facto - complete tabulation,"Final figure, complete",2012,6149,
Ireland,2011,Total,Both Sexes,Jewish,Census - de facto - complete tabulation,"Final figure, complete",2012,1984,
Ireland,2011,Total,Both Sexes,Lapsed Roman Catholic,Census - de facto - complete tabulation,"Final figure, complete",2012,1279,
Ireland,2011,Total,Both Sexes,Latter Day Saints,Census - de facto - complete tabulation,"Final figure, complete",2012,1284,
Ireland,2011,Total,Both Sexes,Lutheran,Census - de facto - complete tabulation,"Final figure, complete",2012,5683,
Ireland,2011,Total,Both Sexes,Methodist,Census - de facto - complete tabulation,"Final figure, complete",2012,6842,
Ireland,2011,Total,Both Sexes,Muslim,Census - de facto - complete tabulation,"Final figure, complete",2012,49204,
Ireland,2011,Total,Both Sexes,Orthodox,Census - de facto - complete tabulation,"Final figure, complete",2012,45223,13
Ireland,2011,Total,Both Sexes,Pantheism,Census - de facto - complete tabulation,"Final figure, complete",2012,1940,
Ireland,2011,Total,Both Sexes,Presbyterian,Census - de facto - complete tabulation,"Final figure, complete",2012,24600,
Ireland,2011,Total,Both Sexes,Protestant,Census - de facto - complete tabulation,"Final figure, complete",2012,5326,
Ireland,2011,Total,Both Sexes,Quakers,Census - de facto - complete tabulation,"Final figure, complete",2012,925,
Ireland,2011,Total,Both Sexes,Roman Catholic,Census - de facto - complete tabulation,"Final figure, complete",2012,3861335,
Ireland,2011,Total,Both Sexes,Other Religions,Census - de facto - complete tabulation,"Final figure, complete",2012,14118,
Ireland,2011,Total,Both Sexes,No Religion,Census - de facto - complete tabulation,"Final figure, complete",2012,269811,
Ireland,2011,Total,Both Sexes,Not Stated,Census - de facto - complete tabulation,"Final figure, complete",2012,72914,
Jamaica,2011,Total,Both Sexes,Total,Census - de jure - complete tabulation,"Final figure, complete",2013,2684256,14
Jamaica,2011,Total,Both Sexes,Anglican,Census - de jure - complete tabulation,"Final figure, complete",2013,74995,14
Jamaica,2011,Total,Both Sexes,Baha'i,Census - de jure - complete tabulation,"Final figure, complete",2013,269,14
Jamaica,2011,Total,Both Sexes,Baptist,Census - de jure - complete tabulation,"Final figure, complete",2013,180626,14
Jamaica,2011,Total,Both Sexes,Brethren,Census - de jure - complete tabulation,"Final figure, complete",2013,23647,14
Jamaica,2011,Total,Both Sexes,Church of God of Prophecy,Census - de jure - complete tabulation,"Final figure, complete",2013,121264,14
Jamaica,2011,Total,Both Sexes,Hindu,Census - de jure - complete tabulation,"Final figure, complete",2013,1839,14
Jamaica,2011,Total,Both Sexes,Islam ,Census - de jure - complete tabulation,"Final figure, complete",2013,1511,14
Jamaica,2011,Total,Both Sexes,Jehovah Witness,Census - de jure - complete tabulation,"Final figure, complete",2013,50843,14
Jamaica,2011,Total,Both Sexes,Judaism,Census - de jure - complete tabulation,"Final figure, complete",2013,506,14
Jamaica,2011,Total,Both Sexes,Methodist,Census - de jure - complete tabulation,"Final figure, complete",2013,43362,14
Jamaica,2011,Total,Both Sexes,Moravian,Census - de jure - complete tabulation,"Final figure, complete",2013,18351,14
Jamaica,2011,Total,Both Sexes,Pentecostal,Census - de jure - complete tabulation,"Final figure, complete",2013,295209,14
Jamaica,2011,Total,Both Sexes,Rastafarian,Census - de jure - complete tabulation,"Final figure, complete",2013,29028,14
Jamaica,2011,Total,Both Sexes,Revived,Census - de jure - complete tabulation,"Final figure, complete",2013,36309,14
Jamaica,2011,Total,Both Sexes,Roman Catholic,Census - de jure - complete tabulation,"Final figure, complete",2013,58010,14
Jamaica,2011,Total,Both Sexes,Seventh Day Adventist,Census - de jure - complete tabulation,"Final figure, complete",2013,322202,14
Jamaica,2011,Total,Both Sexes,United Church,Census - de jure - complete tabulation,"Final figure, complete",2013,55419,14
Jamaica,2011,Total,Both Sexes,Other Church of God,Census - de jure - complete tabulation,"Final figure, complete",2013,246790,14
Jamaica,2011,Total,Both Sexes,Other Religions,Census - de jure - complete tabulation,"Final figure, complete",2013,169000,14
Jamaica,2011,Total,Both Sexes,No Religion,Census - de jure - complete tabulation,"Final figure, complete",2013,571988,14
Jamaica,2011,Total,Both Sexes,Not Specified,Census - de jure - complete tabulation,"Final figure, complete",2013,61403,14
Jamaica,2011,Total,Both Sexes,New Testament Church of God,Census - de jure - complete tabulation,"Final figure, complete",2013,192128,14
Jamaica,2011,Total,Both Sexes,Church of God in Jamaica,Census - de jure - complete tabulation,"Final figure, complete",2013,129557,14
Kazakhstan,2009,Total,Both Sexes,Total,Census - de facto - complete tabulation,"Final figure, complete",2015,16009597,
Kazakhstan,2009,Total,Both Sexes,Buddhist,Census - de facto - complete tabulation,"Final figure, complete",2015,14663,
Kazakhstan,2009,Total,Both Sexes,Christian,Census - de facto - complete tabulation,"Final figure, complete",2015,4214232,
Kazakhstan,2009,Total,Both Sexes,Islam ,Census - de facto - complete tabulation,"Final figure, complete",2005,11239176,
Kazakhstan,2009,Total,Both Sexes,Judaism,Census - de facto - complete tabulation,"Final figure, complete",2015,5281,
Kazakhstan,2009,Total,Both Sexes,Other,Census - de facto - complete tabulation,"Final figure, complete",2015,3688,
Kazakhstan,2009,Total,Both Sexes,Not Stated,Census - de facto - complete tabulation,"Final figure, complete",2015,81010,
Kazakhstan,2009,Total,Both Sexes,Non-believers,Census - de facto - complete tabulation,"Final figure, complete",2015,451547,
Kenya,2009,Total,Both Sexes,Total,Census - de facto - complete tabulation,"Final figure, complete",2010,38412088,
Kenya,2009,Total,Both Sexes,Catholic,Census - de facto - complete tabulation,"Final figure, complete",2010,9010684,
Kenya,2009,Total,Both Sexes,Hindu,Census - de facto - complete tabulation,"Final figure, complete",2010,53393,
Kenya,2009,Total,Both Sexes,Muslim,Census - de facto - complete tabulation,"Final figure, complete",2010,4304798,
Kenya,2009,Total,Both Sexes,Protestant,Census - de facto - complete tabulation,"Final figure, complete",2010,18307466,
Kenya,2009,Total,Both Sexes,Traditional,Census - de facto - complete tabulation,"Final figure, complete",2010,635352,
Kenya,2009,Total,Both Sexes,Other Christians,Census - de facto - complete tabulation,"Final figure, complete",2010,4559584,
Kenya,2009,Total,Both Sexes,Other Religions,Census - de facto - complete tabulation,"Final figure, complete",2010,557450,
Kenya,2009,Total,Both Sexes,No Religion,Census - de facto - complete tabulation,"Final figure, complete",2010,922128,
Kenya,2009,Total,Both Sexes,Unknown,Census - de facto - complete tabulation,"Final figure, complete",2010,61233,
Kiribati,2015,Total,Both Sexes,Total,Census - de facto - complete tabulation,"Final figure, complete",2019,110136,
Kiribati,2015,Total,Both Sexes,Assembly of God,Census - de facto - complete tabulation,"Final figure, complete",2019,364,
Kiribati,2015,Total,Both Sexes,Baha'i,Census - de facto - complete tabulation,"Final figure, complete",2019,2314,
Kiribati,2015,Total,Both Sexes,Catholic,Census - de facto - complete tabulation,"Final figure, complete",2019,63116,
Kiribati,2015,Total,Both Sexes,Church of God,Census - de facto - complete tabulation,"Final figure, complete",2019,279,
Kiribati,2015,Total,Both Sexes,Muslim,Census - de facto - complete tabulation,"Final figure, complete",2019,139,
Kiribati,2015,Total,Both Sexes,Seventh Day Adventist,Census - de facto - complete tabulation,"Final figure, complete",2019,2064,
Kiribati,2015,Total,Both Sexes,Other,Census - de facto - complete tabulation,"Final figure, complete",2019,832,
Kiribati,2015,Total,Both Sexes,No Religion,Census - de facto - complete tabulation,"Final figure, complete",2019,51,
Kiribati,2015,Total,Both Sexes,Latter Day Saints (Mormon),Census - de facto - complete tabulation,"Final figure, complete",2019,5857,
Kiribati,2015,Total,Both Sexes,International Church of the Foursquare Gospel,Census - de facto - complete tabulation,"Final figure, complete",2019,77,
Kiribati,2015,Total,Both Sexes,Te Ran,Census - de facto - complete tabulation,"Final figure, complete",2019,86,
Kiribati,2015,Total,Both Sexes,All Nations Baptist,Census - de facto - complete tabulation,"Final figure, complete",2019,141,
Kiribati,2015,Total,Both Sexes,Kempsville Presbyterian Church,Census - de facto - complete tabulation,"Final figure, complete",2019,34464,
Kiribati,2015,Total,Both Sexes,Te koaua,Census - de facto - complete tabulation,"Final figure, complete",2019,352,
Kiribati,2010,Total,Both Sexes,Total,Census - de facto - complete tabulation,"Final figure, complete",2013,103058,
Kiribati,2010,Total,Both Sexes,Assembly of God,Census - de facto - complete tabulation,"Final figure, complete",2013,390,
Kiribati,2010,Total,Both Sexes,Baha'i,Census - de facto - complete tabulation,"Final figure, complete",2013,2322,
Kiribati,2010,Total,Both Sexes,Catholic,Census - de facto - complete tabulation,"Final figure, complete",2013,57503,
Kiribati,2010,Total,Both Sexes,Church of God,Census - de facto - complete tabulation,"Final figure, complete",2013,360,
Kiribati,2010,Total,Both Sexes,Mormon,Census - de facto - complete tabulation,"Final figure, complete",2013,4802,
Kiribati,2010,Total,Both Sexes,Muslim,Census - de facto - complete tabulation,"Final figure, complete",2013,119,
Kiribati,2010,Total,Both Sexes,Seventh Day Adventist,Census - de facto - complete tabulation,"Final figure, complete",2013,2085,
Kiribati,2010,Total,Both Sexes,Other,Census - de facto - complete tabulation,"Final figure, complete",2013,265,
Kiribati,2010,Total,Both Sexes,No Religion,Census - de facto - complete tabulation,"Final figure, complete",2013,51,
Kiribati,2010,Total,Both Sexes,Kempsville Presbyterian Church,Census - de facto - complete tabulation,"Final figure, complete",2013,34528,
Kiribati,2010,Total,Both Sexes,Te koaua,Census - de facto - complete tabulation,"Final figure, complete",2013,421,
Kiribati,2010,Total,Both Sexes,Unknown,Census - de facto - complete tabulation,"Final figure, complete",2013,212,
Liberia,2008,Total,Both Sexes,Total,Census - de facto - complete tabulation,"Final figure, complete",2010,3476608,
Liberia,2008,Total,Both Sexes,Christian,Census - de facto - complete tabulation,"Final figure, complete",2010,2975675,
Liberia,2008,Total,Both Sexes,Muslim,Census - de facto - complete tabulation,"Final figure, complete",2010,424685,
Liberia,2008,Total,Both Sexes,Traditional,Census - de facto - complete tabulation,"Final figure, complete",2010,20134,
Liberia,2008,Total,Both Sexes,Other Religions,Census - de facto - complete tabulation,"Final figure, complete",2010,5426,
Liberia,2008,Total,Both Sexes,No Religion,Census - de facto - complete tabulation,"Final figure, complete",2010,50688,
Liechtenstein,2010,Total,Both Sexes,Total,Census - de jure - complete tabulation,"Final figure, complete",2013,36149,
Liechtenstein,2010,Total,Both Sexes,Buddhist,Census - de jure - complete tabulation,"Final figure, complete",2013,148,
Liechtenstein,2010,Total,Both Sexes,Islam ,Census - de jure - complete tabulation,"Final figure, complete",2013,1960,
Liechtenstein,2010,Total,Both Sexes,Roman Catholic,Census - de jure - complete tabulation,"Final figure, complete",2013,27450,
Liechtenstein,2010,Total,Both Sexes,Other,Census - de jure - complete tabulation,"Final figure, complete",2013,133,
Liechtenstein,2010,Total,Both Sexes,Other Christians,Census - de jure - complete tabulation,"Final figure, complete",2013,104,
Liechtenstein,2010,Total,Both Sexes,Other Protestant,Census - de jure - complete tabulation,"Final figure, complete",2013,258,
Liechtenstein,2010,Total,Both Sexes,No Afiliation,Census - de jure - complete tabulation,"Final figure, complete",2013,1952,
Liechtenstein,2010,Total,Both Sexes,Not Specified,Census - de jure - complete tabulation,"Final figure, complete",2013,925,
Liechtenstein,2010,Total,Both Sexes,Christian Orthodox,Census - de jure - complete tabulation,"Final figure, complete",2013,415,
Liechtenstein,2010,Total,Both Sexes,Protestant Reformed,Census - de jure - complete tabulation,"Final figure, complete",2013,2343,
Liechtenstein,2010,Total,Both Sexes,Protestant Lutheran,Census - de jure - complete tabulation,"Final figure, complete",2013,461,
Lithuania,2011,Total,Both Sexes,Total,Census - de jure - complete tabulation,"Final figure, complete",2014,3043429,
Lithuania,2011,Total,Both Sexes,Agnostic,Census - de jure - complete tabulation,"Final figure, complete",2014,382,
Lithuania,2011,Total,Both Sexes,Armenian Apostolic,Census - de jure - complete tabulation,"Final figure, complete",2014,138,
Lithuania,2011,Total,Both Sexes,Baha'i,Census - de jure - complete tabulation,"Final figure, complete",2014,29,
Lithuania,2011,Total,Both Sexes,Balts Believers,Census - de jure - complete tabulation,"Final figure, complete",2014,5118,
Lithuania,2011,Total,Both Sexes,Baptist,Census - de jure - complete tabulation,"Final figure, complete",2014,1336,
Lithuania,2011,Total,Both Sexes,Buddhist,Census - de jure - complete tabulation,"Final figure, complete",2014,626,
Lithuania,2011,Total,Both Sexes,Christian,Census - de jure - complete tabulation,"Final figure, complete",2014,1310,
Lithuania,2011,Total,Both Sexes,Church of Christ,Census - de jure - complete tabulation,"Final figure, complete",2014,516,
Lithuania,2011,Total,Both Sexes,Church of Jesus Christ of Latter-day Saints,Census - de jure - complete tabulation,"Final figure, complete",2014,129,
Lithuania,2011,Total,Both Sexes,Church of Scientology,Census - de jure - complete tabulation,"Final figure, complete",2014,25,
Lithuania,2011,Total,Both Sexes,Evangelical Lutherans,Census - de jure - complete tabulation,"Final figure, complete",2014,18376,
Lithuania,2011,Total,Both Sexes,Evangelical Reformists,Census - de jure - complete tabulation,"Final figure, complete",2014,6731,
Lithuania,2011,Total,Both Sexes,Greek Catholic,Census - de jure - complete tabulation,"Final figure, complete",2014,706,
Lithuania,2011,Total,Both Sexes,Jehovah Witness,Census - de jure - complete tabulation,"Final figure, complete",2014,2927,
Lithuania,2011,Total,Both Sexes,Judaism,Census - de jure - complete tabulation,"Final figure, complete",2014,1229,
Lithuania,2011,Total,Both Sexes,Karaite,Census - de jure - complete tabulation,"Final figure, complete",2014,310,
Lithuania,2011,Total,Both Sexes,Methodist,Census - de jure - complete tabulation,"Final figure, complete",2014,364,
Lithuania,2011,Total,Both Sexes,New Apostolic,Census - de jure - complete tabulation,"Final figure, complete",2014,422,
Lithuania,2011,Total,Both Sexes,Old Believers,Census - de jure - complete tabulation,"Final figure, complete",2014,23330,
Lithuania,2011,Total,Both Sexes,Orthodox,Census - de jure - complete tabulation,"Final figure, complete",2014,125189,
Lithuania,2011,Total,Both Sexes,Pentecostal,Census - de jure - complete tabulation,"Final figure, complete",2014,1852,
Lithuania,2011,Total,Both Sexes,Protestant,Census - de jure - complete tabulation,"Final figure, complete",2014,1206,
Lithuania,2011,Total,Both Sexes,Roman Catholic,Census - de jure - complete tabulation,"Final figure, complete",2014,2350478,
Lithuania,2011,Total,Both Sexes,Seventh Day Adventist,Census - de jure - complete tabulation,"Final figure, complete",2014,920,
Lithuania,2011,Total,Both Sexes,Society for Krishna Consciousness,Census - de jure - complete tabulation,"Final figure, complete",2014,344,
Lithuania,2011,Total,Both Sexes,Sunni Muslims,Census - de jure - complete tabulation,"Final figure, complete",2014,2727,
Lithuania,2011,Total,Both Sexes,Other,Census - de jure - complete tabulation,"Final figure, complete",2014,356,
Lithuania,2011,Total,Both Sexes,No Religion,Census - de jure - complete tabulation,"Final figure, complete",2014,186670,
Lithuania,2011,Total,Both Sexes,Not Stated,Census - de jure - complete tabulation,"Final figure, complete",2014,307757,
Lithuania,2011,Total,Both Sexes,Word of Faith,Census - de jure - complete tabulation,"Final figure, complete",2014,995,
Lithuania,2011,Total,Both Sexes,Charismatic Evangelical Church,Census - de jure - complete tabulation,"Final figure, complete",2014,931,
Malawi,2008,Total,Both Sexes,Total,Census - de jure - complete tabulation,"Final figure, complete",2009,13029498,
Malawi,2008,Total,Both Sexes,Christian,Census - de jure - complete tabulation,"Final figure, complete",2009,10770229,
Malawi,2008,Total,Both Sexes,Islam ,Census - de jure - complete tabulation,"Final figure, complete",2009,1690087,
Malawi,2008,Total,Both Sexes,Other Religions,Census - de jure - complete tabulation,"Final figure, complete",2009,242503,
Malawi,2008,Total,Both Sexes,No Religion,Census - de jure - complete tabulation,"Final figure, complete",2009,326679,
Malaysia,2010,Total,Both Sexes,Total,Census - de jure - complete tabulation,"Final figure, complete",2013,27484596,
Malaysia,2010,Total,Both Sexes,Total,Census - de jure - complete tabulation,"Final figure, complete",2012,28334135,15
Malaysia,2010,Total,Both Sexes,Buddhist,Census - de jure - complete tabulation,"Final figure, complete",2012,5620483,15
Malaysia,2010,Total,Both Sexes,Buddhist,Census - de jure - complete tabulation,"Final figure, complete",2013,5446855,
Malaysia,2010,Total,Both Sexes,Christian,Census - de jure - complete tabulation,"Final figure, complete",2013,2542254,
Malaysia,2010,Total,Both Sexes,Christian,Census - de jure - complete tabulation,"Final figure, complete",2012,2617159,15
Malaysia,2010,Total,Both Sexes,Confucianism/Taoism and Other Traditional Chinese,Census - de jure - complete tabulation,"Final figure, complete",2012,356718,15
Malaysia,2010,Total,Both Sexes,Confucianism/Taoism and Other Traditional Chinese,Census - de jure - complete tabulation,"Final figure, complete",2013,346827,
Malaysia,2010,Total,Both Sexes,Hindu,Census - de jure - complete tabulation,"Final figure, complete",2013,1725838,
Malaysia,2010,Total,Both Sexes,Hindu,Census - de jure - complete tabulation,"Final figure, complete",2012,1777694,15
