country,Country Code,Indicator Name,Indicator Code,1960,1961,1962,1963,1964,1965,1966,1967,1968,1969,1970,1971,1972,1973,1974,1975,1976,1977,1978,1979,1980,1981,1982,1983,1984,1985,1986,1987,1988,1989,1990,1991,1992,1993,1994,1995,1996,1997,1998,1999,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018,
Israel,ISR,GDP per unit of energy use (PPP $ per kg of oil equivalent),EG.GDP.PUSE.KO.PP,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6.15705126163773,6.83418341425726,6.55351916542217,6.66310665361128,6.85417121632701,7.11326204558977,7.39992609788901,7.42851064045204,7.6371973231037,8.24244383606605,8.59215680055862,8.37586524578026,8.80535168518806,8.06701866863436,8.92953989842677,9.32234807043924,8.90580599375134,9.4731702688406,8.76114701066478,9.5686523212409,9.47581151087075,10.257433570031,10.3415867866508,11.908469183021,12.4027301695831,12.7847872273354,,,,
Italy,ITA,GDP per unit of energy use (PPP $ per kg of oil equivalent),EG.GDP.PUSE.KO.PP,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7.1780994844057,7.35395720601055,7.63202850313054,7.78698416926803,8.22829812984299,7.9611414957072,8.2141856620838,8.40352209254022,8.5641486174607,8.63339045519073,8.97258996847937,9.24730992555357,9.43004302243482,9.17816865136793,9.28958335811943,9.34831094515085,10.1807299313797,10.7939879870475,11.4662854355379,12.0261067765084,11.9457467090052,12.8508271884927,13.375093498156,14.0071784115865,14.9393433841578,14.8428960983503,,,,
Jamaica,JAM,GDP per unit of energy use (PPP $ per kg of oil equivalent),EG.GDP.PUSE.KO.PP,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.11731297290632,4.44580213099306,4.40430760503239,4.91856651480914,4.99554874094766,4.90452506159448,4.73353570405892,4.76059947503686,4.52404981131793,4.51151027916387,4.39868483127327,4.54142981498729,5.04587515220515,5.11422205549128,5.26097347263212,5.54032476808146,5.24200285309054,5.42909564715419,6.52450186913064,7.33222204925181,8.25545700652502,8.03699029924891,8.38412748817492,8.25156167245944,8.67427746576026,,,,,
Jordan,JOR,GDP per unit of energy use (PPP $ per kg of oil equivalent),EG.GDP.PUSE.KO.PP,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.44220578629511,4.52414979403876,4.88764712131613,5.28493919820804,5.28579950307148,5.37863885041799,5.44970250279341,5.605952298584,5.64640059227141,5.94172505489782,6.04891007551477,6.57277091537888,6.72422012495602,6.9776304874424,6.47226928595552,6.72214253215375,7.29248554206248,7.70129376886808,8.58564558052049,8.64893144933229,9.39898620285406,9.89556739147767,9.31885139782661,9.90511551721107,9.82975641839788,,,,,
Japan,JPN,GDP per unit of energy use (PPP $ per kg of oil equivalent),EG.GDP.PUSE.KO.PP,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5.50839499648515,5.83149163395641,5.8772606500881,5.94676735610661,5.81731625593114,5.94757913938259,6.11581928803732,6.2225085627763,6.33883167481272,6.31370931789813,6.57193864703703,6.85396956986495,7.05417481524402,7.31680550239087,7.44150937271704,7.79316179552307,8.16259193614409,8.59817639616785,9.01888206544776,9.02501444635491,8.98653960725148,9.90765928509825,10.5138726673623,10.9243633862007,11.2883403894183,11.7822864441775,,,,
Kazakhstan,KAZ,GDP per unit of energy use (PPP $ per kg of oil equivalent),EG.GDP.PUSE.KO.PP,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.88494782086578,1.69967951214954,1.5648979038128,1.74764675959864,1.76091581103343,1.83664016349369,2.16520044857645,2.57222595400593,2.56195770549353,2.92292489253795,3.30341201834962,3.95809669860418,3.83726771687106,3.93834204403118,3.7617852093507,4.24782977246986,4.01263278818276,4.17084640887946,4.15493663919743,4.66316956050137,4.64841653476659,4.55528759502616,5.09394555560471,4.97721154656482,5.62038297316355,,,,,
Kenya,KEN,GDP per unit of energy use (PPP $ per kg of oil equivalent),EG.GDP.PUSE.KO.PP,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.37475085459598,3.47383888547199,3.4342317813034,3.44216011748336,3.56892084369518,3.63080387411213,3.7148806350561,3.75218844659856,3.77807957507476,3.83679536234773,3.81152663964445,3.98806879162302,4.0198135903823,4.12415971069777,4.23403610568367,4.46364551356636,4.69613353076633,5.04267552334739,4.97732152167825,4.89261846551581,5.13764713484393,5.45203422144793,5.73995012396318,5.84679656202535,5.66623841518521,,,,,
Kyrgyz Republic,KGZ,GDP per unit of energy use (PPP $ per kg of oil equivalent),EG.GDP.PUSE.KO.PP,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.32260753969769,1.38970042884421,1.66839762402706,1.85762730440864,2.10013061771728,2.37666791541023,2.24100991196875,2.6640890845525,2.58423294159579,3.1097562493854,3.48723659725,4.03782114335056,3.64975759598552,3.73743370225164,4.16743587695785,4.23585939013902,4.57169215097059,4.3701749086275,4.51537915633935,5.12669940284398,5.40773054787862,4.8653590020602,3.9629667241094,4.68208891352486,5.16140169773756,,,,,
Cambodia,KHM,GDP per unit of energy use (PPP $ per kg of oil equivalent),EG.GDP.PUSE.KO.PP,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.02075519517164,3.11449950644344,3.24262999296349,3.01533340228448,3.4432230975687,3.9247919061395,4.28720784862645,3.98582774859147,4.27631522932824,5.882842484925,6.77658647889565,7.74844947454119,8.64632362987953,9.37578553446824,6.49262520504464,6.67289177463914,6.97210885597581,7.3188760568853,7.74304134600051,7.91821835852096,,,,,
Kiribati,KIR,GDP per unit of energy use (PPP $ per kg of oil equivalent),EG.GDP.PUSE.KO.PP,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,12.840435669821,,,,,,,,,,,,,,18.6083431142507,20.1381004718542,16.5898344381503,15.8019516024532,,,,,,,,,,,,
St. Kitts and Nevis,KNA,GDP per unit of energy use (PPP $ per kg of oil equivalent),EG.GDP.PUSE.KO.PP,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,18.7235675568707,,,,,,,,,,,,,,11.9702725894458,13.025665123921,13.8113996364066,13.4920165936298,,,,,,,,,,,,
"Korea, Rep.",KOR,GDP per unit of energy use (PPP $ per kg of oil equivalent),EG.GDP.PUSE.KO.PP,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.81730948636272,4.05169804888023,3.96323561798356,3.86439124770785,4.05910032198476,4.14287053937768,4.17759978846865,4.13461301112229,4.32885713063578,4.42008940749963,4.51772167135955,4.7524669569044,4.98147079847984,5.04944612497166,5.29392351286996,5.54427340761919,5.85174231055945,6.09470990208046,6.18949418646283,6.09174974967869,6.01830385487217,5.9863864733451,6.11546963116223,6.23428820018778,6.35012891431595,6.6060292797165,,,,
Kuwait,KWT,GDP per unit of energy use (PPP $ per kg of oil equivalent),EG.GDP.PUSE.KO.PP,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6.66082042082446,6.55398650670514,6.18749532565498,6.46152497055128,6.73104297069164,6.9460223390795,6.37318188772822,5.91628076249023,6.0961395772537,5.87980942151826,5.98225348519624,6.70550211322938,7.14795630919681,7.21395040440027,8.18379285301025,8.70312388484857,8.31698022022079,7.11882770900453,6.88505143304072,7.63333581943486,7.22221997328522,7.913910728636,8.35647605828901,,,,,
Latin America & Caribbean (excluding high income),LAC,GDP per unit of energy use (PPP $ per kg of oil equivalent),EG.GDP.PUSE.KO.PP,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5.8264936147311,6.05396985252849,6.18059678573696,6.75634785379488,6.85537338708603,7.024219888202,7.11697158110716,7.33431813262096,7.34685185965575,7.38417789210748,7.74434627848183,7.8552302671945,7.85534777037796,7.96485129845926,8.33079208313292,8.65766896073333,9.05798807816427,9.66735503729517,9.96360050378169,10.004077294379,10.1853487710421,10.76817388749,10.8185753138335,11.0930817784824,11.5363645362243,,,,,
Lao PDR,LAO,GDP per unit of energy use (PPP $ per kg of oil equivalent),EG.GDP.PUSE.KO.PP,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Lebanon,LBN,GDP per unit of energy use (PPP $ per kg of oil equivalent),EG.GDP.PUSE.KO.PP,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5.19796350099685,6.48859595080388,7.62569976677914,6.03630524241988,6.08304313736742,5.76673235703322,6.19725733401025,5.64137740483595,6.01860470454605,5.80488044829402,6.61615384240635,6.54910860443897,6.92466088741552,7.27315550534316,7.85719992938625,8.72866575144997,9.61898369522926,12.2547658592003,10.6186949116201,9.61870297671394,10.9578118094262,11.3462900344032,10.5124725377669,11.1318893957519,10.905040676304,,,,,
Liberia,LBR,GDP per unit of energy use (PPP $ per kg of oil equivalent),EG.GDP.PUSE.KO.PP,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Libya,LBY,GDP per unit of energy use (PPP $ per kg of oil equivalent),EG.GDP.PUSE.KO.PP,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5.84356754881172,5.90270703126128,5.75156394681724,5.56403873238782,6.22524859099358,6.49601574299493,7.56310845819693,8.20788644031083,9.64028804737922,9.47194529554466,8.73263728766958,8.61491760522808,5.0648639583698,9.14024478519208,7.13893119373804,6.00662087678208,,,,,
St. Lucia,LCA,GDP per unit of energy use (PPP $ per kg of oil equivalent),EG.GDP.PUSE.KO.PP,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,15.4285566688321,,,,,,,,,,,,,,13.0566822288598,13.0811214867187,14.792989439032,14.4143210862764,,,,,,,,,,,,
Latin America & Caribbean,LCN,GDP per unit of energy use (PPP $ per kg of oil equivalent),EG.GDP.PUSE.KO.PP,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5.7473494409497,5.97529015479278,6.10065199275337,6.66837428461585,6.77307473988597,6.94313850942521,7.01612977816688,7.22622198299924,7.2322329254893,7.23632734632011,7.56656409363661,7.67810743043629,7.67731192033267,7.78869956463906,8.14731017105918,8.45586522898627,8.88246907821114,9.46338622239322,9.744387526308,9.78219958803976,9.98856208617292,10.550835359295,10.6094763917024,10.8842604005152,11.3303294625923,,,,,
Least developed countries: UN classification,LDC,GDP per unit of energy use (PPP $ per kg of oil equivalent),EG.GDP.PUSE.KO.PP,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.07098491293222,3.14716651789886,3.17840982197255,3.20755223663017,3.22973760235817,3.34092134636055,3.51455613900459,3.64954888187356,3.72741622861208,3.80763610438906,4.01700484854377,4.15076800130633,4.28136940248241,4.42615137442639,4.79555483421406,5.18958913295876,5.54166856880696,5.99176518227453,6.2513071304612,6.32259401645821,6.57763316815613,6.77972986015528,7.07097635457498,7.31385815254759,7.42673190328883,,,,,
Low income,LIC,GDP per unit of energy use (PPP $ per kg of oil equivalent),EG.GDP.PUSE.KO.PP,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Liechtenstein,LIE,GDP per unit of energy use (PPP $ per kg of oil equivalent),EG.GDP.PUSE.KO.PP,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Sri Lanka,LKA,GDP per unit of energy use (PPP $ per kg of oil equivalent),EG.GDP.PUSE.KO.PP,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7.36437816802336,7.84502834529655,8.16366948456009,8.47388470859839,9.51750240834756,9.93037343236897,9.37971582704581,9.79661558504388,10.2032079777557,10.1097067573522,9.94750698567336,10.353024109829,10.7360224440547,10.938860060456,11.6887334851129,12.5168640321632,13.7593433825718,14.7994227268942,16.2407733164927,17.0720751601625,17.3240310002801,17.8586330038585,18.4592417129386,21.7863602690658,21.8236056643897,,,,,
Lower middle income,LMC,GDP per unit of energy use (PPP $ per kg of oil equivalent),EG.GDP.PUSE.KO.PP,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.35123740854583,3.42325263054487,3.6478694941243,3.80020575208798,4.05303803140949,4.17556912746535,4.44035164930471,4.57845020942214,4.61370114783052,4.72737242344328,4.93655324664569,5.16532923753555,5.32110988041354,5.60376999581083,5.90534148905787,6.30748272706813,6.74896811600694,7.16540502213134,7.40384798685502,7.54960281865184,7.75351938750505,8.1100161099241,8.38156675157273,8.92023506708917,9.50730470510359,,,,,
Low & middle income,LMY,GDP per unit of energy use (PPP $ per kg of oil equivalent),EG.GDP.PUSE.KO.PP,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.72132918834276,2.84629647298893,3.01294542774249,3.19607132385211,3.39700765037503,3.50128049880783,3.68952414903264,3.89119506587681,4.02105139740352,4.14222586474008,4.37467394256911,4.52890967354023,4.6519695949328,4.72027065905965,4.88889550434707,5.14292725744212,5.48743472513723,5.84365583999182,6.16134118608136,6.27115831706909,6.3767969717143,6.65440682831513,6.89391171646291,7.22013828399598,7.5688945585222,,,,,
Lesotho,LSO,GDP per unit of energy use (PPP $ per kg of oil equivalent),EG.GDP.PUSE.KO.PP,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,113.921716033955,103.126525676658,192.340862796754,207.053149031243,,,,,,,,,,,,
Late-demographic dividend,LTE,GDP per unit of energy use (PPP $ per kg of oil equivalent),EG.GDP.PUSE.KO.PP,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.11591338135855,2.23806333565647,2.37509571178361,2.53387708796657,2.76805330118162,2.89400418384335,3.03553505254811,3.27327704248735,3.4081526654851,3.5509528267482,3.80753594686886,3.97122893223077,4.12692010650799,4.15775973807257,4.25563551323515,4.4613395122836,4.78456260832289,5.12818905292546,5.5018199316478,5.63307861207787,5.66156738178327,5.92811551804457,6.18116762880097,6.45387155664276,6.80282771695805,,,,,
Lithuania,LTU,GDP per unit of energy use (PPP $ per kg of oil equivalent),EG.GDP.PUSE.KO.PP,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.46719569872909,2.44417838242901,2.83894570728687,2.94805518017233,3.46142928603102,4.15073007009428,3.96337785041784,4.07650016856624,4.45424388286708,4.68894637279032,5.45518942321128,6.18323689552258,6.52335605904805,6.9706790909895,6.54888155442941,8.82819732122077,9.47336412509467,9.98704576334144,11.3129921474529,11.8018465644958,,,,,
Luxembourg,LUX,GDP per unit of energy use (PPP $ per kg of oil equivalent),EG.GDP.PUSE.KO.PP,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.34284923161486,3.5148207904638,3.64765394282045,3.83703706168592,4.21551115773891,5.14388440896928,5.36153203067537,5.78231673950093,6.28233373192056,6.96685277830151,7.20985719304882,7.00186050299806,7.16312808269601,7.02254848779127,6.82311425556391,7.23527732343579,8.50020041746705,9.57177166779785,10.0663658338357,10.3472150157316,10.2783852461033,11.4201091955329,11.8647915937973,13.0728289689787,14.7640286995235,15.6954910644735,,,,
Latvia,LVA,GDP per unit of energy use (PPP $ per kg of oil equivalent),EG.GDP.PUSE.KO.PP,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.85973730339364,2.97813705951769,3.15029496506995,3.56030508704124,3.93986427263775,4.45050384825185,4.95487979395566,5.13607036845964,5.71103181175703,5.83431470214389,6.22834076043049,6.84655301650789,7.45258165958489,8.31683941025763,9.22552375974658,8.20681851899664,8.171957928737,9.56789138528712,9.79123382856226,10.5170704661516,10.9369074819148,,,,,
"Macao SAR, China",MAC,GDP per unit of energy use (PPP $ per kg of oil equivalent),EG.GDP.PUSE.KO.PP,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
St. Martin (French part),MAF,GDP per unit of energy use (PPP $ per kg of oil equivalent),EG.GDP.PUSE.KO.PP,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Morocco,MAR,GDP per unit of energy use (PPP $ per kg of oil equivalent),EG.GDP.PUSE.KO.PP,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8.36253059506436,8.82044968862447,8.33824095686564,8.16425722509,8.61067783958919,8.39344663913159,9.13884817583026,8.8779563405915,9.44659088086325,9.11079658301831,9.44342910495515,9.77002949625959,10.0689042312528,10.915253936888,9.90139286836635,9.96300443541398,10.8581918427273,11.1924260603181,11.6397468507928,12.1386900783428,12.1530282682691,12.1184611485894,12.5454165997803,13.2880897742837,13.7268829117249,,,,,
Monaco,MCO,GDP per unit of energy use (PPP $ per kg of oil equivalent),EG.GDP.PUSE.KO.PP,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Moldova,MDA,GDP per unit of energy use (PPP $ per kg of oil equivalent),EG.GDP.PUSE.KO.PP,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.79952618152546,2.00684395883902,2.17385208440489,2.22555255789618,2.50205105433346,2.82271011455263,2.89098392010877,3.12123993239057,3.12228783633691,3.42658856868874,3.66754471843415,4.01362074019027,4.36280301070868,4.81236898362864,4.79886905210689,4.70993117006889,5.16949901993201,5.29360434734297,6.5350363818213,6.50091204883925,,,,,
Madagascar,MDG,GDP per unit of energy use (PPP $ per kg of oil equivalent),EG.GDP.PUSE.KO.PP,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Maldives,MDV,GDP per unit of energy use (PPP $ per kg of oil equivalent),EG.GDP.PUSE.KO.PP,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,11.7643063168112,11.7090044653485,11.8853608602971,12.6624489240068,,,,,,,,,,,,
Middle East & North Africa,MEA,GDP per unit of energy use (PPP $ per kg of oil equivalent),EG.GDP.PUSE.KO.PP,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6.76582303907932,6.70895066376034,6.6001408108211,6.43758537984448,6.28548620302719,6.40338948615048,6.70882096865686,6.67709870513141,7.01085751148255,6.94338692641262,7.32302480529203,7.03889186767583,6.99722234985901,7.30079234279132,7.57802545430259,7.65699327925807,7.8326312682202,8.06377807176299,7.96698147344071,7.80666397937015,7.93134983347568,8.26773549848508,8.07300312402998,8.38390993497648,8.3053024838658,,,,,
Mexico,MEX,GDP per unit of energy use (PPP $ per kg of oil equivalent),EG.GDP.PUSE.KO.PP,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.41086408592793,4.53302319984686,4.77882999136853,5.69534781603634,5.97002953226976,5.90034500822237,6.2769737888376,6.48336345526613,6.70782909523567,6.79588332209969,7.31211344600161,7.18836978934741,7.28957994299294,7.15891341967754,7.55756295191884,7.51150652457187,8.12922209587314,8.59499875326794,9.20566467723633,9.10165229621604,9.9628212185639,10.4092684413814,10.4991463146106,10.7470931673831,11.554063081539,11.8944531821643,,,,
Marshall Islands,MHL,GDP per unit of energy use (PPP $ per kg of oil equivalent),EG.GDP.PUSE.KO.PP,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.87647169755088,5.17497082790146,5.22790246955279,5.21667483575121,,,,,,,,,,,,
Middle income,MIC,GDP per unit of energy use (PPP $ per kg of oil equivalent),EG.GDP.PUSE.KO.PP,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.7305461596862,2.8583690181389,3.02956266221473,3.21569264486998,3.42000639457964,3.52554585111274,3.71637735731832,3.9212790549102,4.05426899303146,4.17779013694077,4.41348162414638,4.57022905293351,4.69449499409811,4.76227355983203,4.92984870162415,5.18547863795467,5.53284710689515,5.89204944263736,6.21319889274042,6.32433632839575,6.42637730797099,6.7065696534793,6.94857277257888,7.28147390630671,7.64203299130211,,,,,
North Macedonia,MKD,GDP per unit of energy use (PPP $ per kg of oil equivalent),EG.GDP.PUSE.KO.PP,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.45444917996993,4.40941150446592,3.7871509861646,3.49415362784382,3.93042013510544,3.92650595038149,3.42307209256425,3.88428889857464,3.78569419228176,4.26080261059798,4.67345644141971,4.77985564979364,5.11184938180904,4.78650359601482,5.30296295919226,5.70827522444708,6.0400081310875,6.31041901848252,7.13028449619932,8.02135560787552,8.10758156568493,7.70967405016673,8.29323483953131,9.72739456696477,10.5895835357781,,,,,
Mali,MLI,GDP per unit of energy use (PPP $ per kg of oil equivalent),EG.GDP.PUSE.KO.PP,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Malta,MLT,GDP per unit of energy use (PPP $ per kg of oil equivalent),EG.GDP.PUSE.KO.PP,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.76054409627287,5.40781459344703,5.85617402560822,4.89558449561239,5.82569066086492,6.87362251606441,7.44558015398262,7.38988112059717,8.85117756268167,8.72799337510575,11.2176565043951,9.80412418171247,11.1029502819886,10.1074677118968,10.3558068816696,10.1930388659731,11.2974338511247,11.5430359764935,12.8176354365063,13.8509225207546,13.8194543906993,14.3465879049811,14.0852874840859,17.2373917669346,18.7315389670567,,,,,
Myanmar,MMR,GDP per unit of energy use (PPP $ per kg of oil equivalent),EG.GDP.PUSE.KO.PP,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.83411297420576,1.91572237857363,2.08401052716536,2.2805213719678,2.35501823968705,2.48617662762025,2.68967783870591,2.83120011891068,2.95097028291741,3.30969160997863,3.73150883907002,4.34491486583111,4.78285559002505,5.11342774266905,5.65233105872169,6.59688068989807,7.57793885504485,8.39916352028994,9.79288379959308,11.5141521862225,13.0390317176875,13.7584512962591,13.769450176764,14.3181373632806,13.5541897985856,,,,,
Middle East & North Africa (excluding high income),MNA,GDP per unit of energy use (PPP $ per kg of oil equivalent),EG.GDP.PUSE.KO.PP,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6.56675230462682,6.42561122678518,6.32624051608816,6.14573708906306,5.97037581827044,6.05202771023174,6.55763257362558,6.28535413594746,6.92282625072544,6.89897686786453,7.37908299062268,7.15324257910608,7.32167579584397,7.46375340061251,7.68844336495988,7.61329031457945,7.98018813967279,8.31318584687543,8.29721331498785,8.29007336819712,8.72174180334975,8.74046560470874,8.63271491563896,8.73561927003498,8.66178334895484,,,,,
Montenegro,MNE,GDP per unit of energy use (PPP $ per kg of oil equivalent),EG.GDP.PUSE.KO.PP,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.76161433529595,5.45993886833769,6.45613007224769,6.68125404985931,7.91148328519596,7.1827846677938,7.97147863213231,8.0990211695648,9.40904416872016,9.99250187271645,,,,,
Mongolia,MNG,GDP per unit of energy use (PPP $ per kg of oil equivalent),EG.GDP.PUSE.KO.PP,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.13020481451282,1.79618857283514,1.9045481274927,2.01850801677028,2.43492280212173,2.65079193780836,3.27633607408295,3.53525569328279,3.66519252250154,3.8270634480157,3.70554026257303,3.86931763564942,3.84448923016932,4.29012826871925,4.733010143564,4.54412708317922,4.46699162260055,4.8274212380054,5.33904204297594,5.11268005770032,5.19551645142814,5.68594996736726,5.88274121550094,6.06487472355651,6.52359946158588,,,,,
Northern Mariana Islands,MNP,GDP per unit of energy use (PPP $ per kg of oil equivalent),EG.GDP.PUSE.KO.PP,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Mozambique,MOZ,GDP per unit of energy use (PPP $ per kg of oil equivalent),EG.GDP.PUSE.KO.PP,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.549500718359696,0.598712644493691,0.573017988869565,0.625765439885172,0.671420897634761,0.68591843196965,0.869760756329311,0.952353810771651,1.06669352699748,1.144183171877,1.12573027508281,1.2325042794664,1.34454272894256,1.38304609159099,1.47414749069997,1.63041670088489,1.79171936201751,1.89506964336114,2.025493316335,2.09327491021245,2.18617922741153,2.29828651989063,2.46487217328415,2.59455238728473,2.66846898528214,,,,,
Mauritania,MRT,GDP per unit of energy use (PPP $ per kg of oil equivalent),EG.GDP.PUSE.KO.PP,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Mauritius,MUS,GDP per unit of energy use (PPP $ per kg of oil equivalent),EG.GDP.PUSE.KO.PP,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7.81617187869,8.28198044102261,8.58816439306002,8.84640144412719,9.57755812258026,9.53911119244744,10.0765838507635,10.5433233086616,10.6263343595845,10.5703164722013,10.5470058124774,10.6085460347603,11.0435919837465,11.362572915185,11.9564337083526,12.1319854832914,12.2584807956638,13.2340840899807,13.8966441192314,14.8281062987312,14.8201209763789,15.7205652683948,16.3152904998087,16.7002795744726,17.3567636901487,,,,,
Malawi,MWI,GDP per unit of energy use (PPP $ per kg of oil equivalent),EG.GDP.PUSE.KO.PP,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Malaysia,MYS,GDP per unit of energy use (PPP $ per kg of oil equivalent),EG.GDP.PUSE.KO.PP,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5.65702145961142,5.19264679028353,5.24496889015007,5.45663326250775,6.11796487189628,6.34061863896579,6.41865045290729,6.02094165556802,5.93385452003651,6.30703744265032,6.1551439442018,6.07545120129967,6.29249174011602,6.32854189444011,6.45305296801366,6.46145286253471,6.99041135499717,6.96807836951562,7.12386446389667,7.44029245933296,7.92066185703589,8.16535523647021,8.6260157752418,8.14840094653468,8.61524345421784,,,,,
North America,NAC,GDP per unit of energy use (PPP $ per kg of oil equivalent),EG.GDP.PUSE.KO.PP,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.06714476517584,3.13973918899301,3.25101579826543,3.35533966509183,3.49523902188248,3.61796933592427,3.73457178039627,3.92777142392604,4.11872298800384,4.26234140101546,4.41255408693052,4.64230270947661,4.74899252311467,4.94153079653375,5.15672361146611,5.48355906409711,5.8678575955878,6.04073555672678,6.29600848323495,6.4909183196839,6.59362496087139,6.8925231284881,7.28181576626968,7.47074514201275,7.66778819739836,8.07021238019621,,,,
Namibia,NAM,GDP per unit of energy use (PPP $ per kg of oil equivalent),EG.GDP.PUSE.KO.PP,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8.55258282756708,8.81014913984138,8.24545177922364,7.94992136076395,7.7007754641748,7.5325235407935,7.81206557003288,7.82045205568692,8.22882419951099,9.15671228954271,7.98532334226388,9.18177338030056,9.35420542180484,10.2858634352536,10.0329762511661,11.0481178770131,11.6165066899719,11.4141583398032,11.3309656513591,11.7067949950677,12.1653225513644,12.5704205002538,12.8026499770491,13.343425714103,,,,,
New Caledonia,NCL,GDP per unit of energy use (PPP $ per kg of oil equivalent),EG.GDP.PUSE.KO.PP,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Niger,NER,GDP per unit of energy use (PPP $ per kg of oil equivalent),EG.GDP.PUSE.KO.PP,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.63306327770221,4.92529029056745,4.9634473856388,5.09765784554738,5.01106679469755,5.34230237963449,5.67823562795052,5.74837106205223,6.13352502228449,5.78803879944517,5.87842557392019,7.06742233849245,6.85081610505665,5.82459536015759,6.34048519705395,,,,,
